Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1558,Male,91,Research Scientist,3,Married,2451,6,No,18,3,5,2,2,1,0,0,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1560,Male,46,Sales Executive,1,Married,6392,2,No,13,3,8,6,1,2,2,2,2
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1562,Male,64,Sales Executive,1,Married,9714,1,No,11,3,10,4,3,10,8,6,7
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,1563,Male,71,Human Resources,3,Married,6077,3,No,11,3,10,2,3,6,3,1,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,1564,Male,68,Laboratory Technician,1,Single,2450,1,No,19,3,3,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,29,4,Technical Degree,1568,Male,33,Sales Executive,2,Married,9250,3,No,12,3,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1569,Female,69,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,1572,Female,78,Manufacturing Director,4,Married,10169,0,No,16,3,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1573,Male,81,Manufacturing Director,2,Married,4855,4,No,11,3,7,2,3,5,2,1,4
32,No,Non-Travel,Research & Development,1,4,Technical Degree,1574,Male,62,Research Scientist,1,Married,4087,4,No,14,3,9,3,2,6,5,1,2
48,No,Travel_Rarely,Research & Development,15,4,Other,1576,Female,65,Research Scientist,1,Married,2367,8,No,12,3,10,3,2,8,2,7,6
34,No,Travel_Rarely,Research & Development,7,4,Medical,1577,Male,35,Research Scientist,4,Single,2972,1,No,13,3,1,4,1,1,0,0,0
55,No,Travel_Rarely,Sales,26,5,Marketing,1578,Male,60,Manager,4,Married,19586,1,No,21,4,36,3,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1580,Male,45,Research Scientist,4,Married,5484,9,No,17,3,9,3,2,2,2,2,1
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1581,Female,89,Research Scientist,4,Married,2061,1,No,21,4,1,5,3,1,0,0,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,1582,Male,80,Sales Executive,2,Married,9924,0,No,11,3,10,3,3,9,8,7,7
38,No,Travel_Rarely,Sales,16,3,Life Sciences,1583,Female,90,Sales Executive,2,Single,4198,2,No,12,3,8,5,4,3,2,1,2
36,No,Travel_Rarely,Sales,1,4,Life Sciences,1585,Female,73,Sales Executive,3,Single,6815,6,No,13,3,15,5,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,1586,Male,87,Laboratory Technician,1,Single,4723,1,Yes,18,3,10,3,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,10,4,Medical,1587,Female,51,Healthcare Representative,3,Single,6142,3,Yes,16,3,10,4,3,5,2,0,4
39,No,Travel_Rarely,Sales,6,3,Medical,1588,Male,38,Sales Executive,3,Married,8237,2,No,11,3,11,3,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1590,Male,87,Healthcare Representative,4,Divorced,8853,1,No,19,3,6,0,4,6,4,1,3
50,No,Travel_Rarely,Sales,9,3,Marketing,1591,Male,59,Manager,3,Married,19331,4,Yes,16,3,27,2,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1592,Male,45,Research Scientist,3,Married,2073,2,No,16,3,4,2,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1594,Male,80,Laboratory Technician,1,Married,5562,3,Yes,13,3,9,3,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,9,2,Other,1595,Male,93,Manager,4,Single,19613,8,No,22,4,24,2,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1596,Male,46,Laboratory Technician,3,Married,3407,1,No,17,3,10,3,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1597,Male,92,Healthcare Representative,3,Married,5063,1,No,14,3,8,3,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,2,Life Sciences,1598,Female,84,Sales Executive,1,Married,4639,1,No,15,3,5,2,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1599,Male,87,Laboratory Technician,2,Divorced,4876,5,No,12,3,8,0,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1601,Male,63,Laboratory Technician,4,Married,2690,1,No,18,3,1,5,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,4,Life Sciences,1602,Male,56,Manager,1,Single,17567,1,No,15,3,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1604,Male,51,Laboratory Technician,2,Married,2408,1,Yes,17,3,1,3,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,1605,Female,85,Research Scientist,3,Married,2814,1,Yes,14,3,4,2,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,1606,Male,41,Healthcare Representative,3,Married,11245,2,Yes,15,3,32,3,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,1607,Female,35,Research Scientist,4,Married,3312,3,No,17,3,6,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,1608,Female,31,Research Director,4,Divorced,19049,0,Yes,14,3,23,4,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,1609,Male,48,Research Scientist,2,Married,2141,1,No,12,3,6,3,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,1611,Female,50,Laboratory Technician,1,Single,5769,1,Yes,14,3,10,3,3,10,7,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1612,Male,52,Sales Executive,1,Married,4385,1,No,15,3,10,2,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,4,Other,1613,Male,54,Sales Executive,1,Single,5332,7,No,13,3,10,3,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1614,Female,76,Manufacturing Director,3,Married,4663,9,Yes,12,3,7,2,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1615,Male,42,Manufacturing Director,4,Divorced,4724,1,No,13,3,9,3,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1617,Female,84,Laboratory Technician,1,Married,3211,1,No,14,3,10,3,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,5,Medical,1618,Male,76,Manufacturing Director,1,Married,5377,2,No,13,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,1619,Male,67,Laboratory Technician,1,Divorced,4066,1,No,11,3,7,3,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1621,Male,48,Research Scientist,1,Married,5208,1,No,11,3,16,2,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,1622,Female,39,Manufacturing Director,1,Divorced,4877,0,No,21,4,6,5,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,1623,Male,97,Research Scientist,4,Single,3117,1,No,18,3,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,1624,Female,70,Sales Representative,4,Single,1569,1,Yes,12,3,0,2,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,Female,98,Manager,3,Married,19658,3,No,11,3,27,2,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,1627,Male,76,Laboratory Technician,3,Divorced,3069,0,No,15,3,11,3,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1628,Female,80,Manufacturing Director,3,Married,10435,1,No,13,3,18,2,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,4,Life Sciences,1630,Female,52,Healthcare Representative,3,Married,4148,1,No,12,3,15,5,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1631,Male,85,Manufacturing Director,3,Married,5768,3,No,17,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1633,Female,81,Manufacturing Director,3,Single,5042,0,No,13,3,10,2,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,1635,Female,59,Manufacturing Director,4,Divorced,5770,1,No,19,3,10,3,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,1638,Female,54,Manufacturing Director,3,Married,7756,3,Yes,19,3,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,1639,Male,55,Sales Executive,1,Married,10306,9,No,17,3,15,3,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,1640,Female,71,Research Scientist,2,Married,3936,1,No,11,3,8,2,1,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1641,Female,84,Manufacturing Director,4,Single,7945,6,Yes,15,3,18,2,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1642,Male,37,Human Resources,4,Married,5743,4,Yes,11,3,14,3,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,5,Medical,1644,Male,89,Manager,4,Married,15202,2,No,25,4,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,2,Medical,1645,Male,59,Sales Executive,4,Divorced,5440,6,Yes,14,3,7,2,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,Female,32,Research Scientist,4,Single,3760,1,Yes,13,3,6,2,3,6,3,1,3
27,No,Travel_Rarely,Research & Development,8,3,Medical,1647,Female,86,Research Scientist,3,Married,3517,7,No,17,3,5,0,3,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,3,Medical,1648,Male,87,Research Scientist,4,Single,2580,2,No,13,3,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1649,Male,73,Laboratory Technician,1,Single,2166,3,Yes,14,3,10,3,1,4,2,0,3
29,No,Travel_Rarely,Sales,10,3,Medical,1650,Male,42,Sales Executive,3,Single,5869,9,No,11,3,8,2,3,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1651,Female,42,Healthcare Representative,1,Married,8008,4,No,12,3,9,6,3,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1653,Male,77,Manufacturing Director,3,Divorced,5206,1,No,17,3,7,6,3,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,3,Medical,1654,Male,66,Manufacturing Director,2,Married,5295,4,No,21,4,7,3,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1655,Female,72,Research Director,2,Married,16413,3,No,16,3,27,2,3,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1656,Female,50,Research Director,1,Divorced,13269,5,No,15,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,Sales,2,3,Medical,1657,Female,31,Sales Representative,3,Single,2783,1,No,19,3,2,3,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1658,Female,66,Research Scientist,2,Divorced,5433,1,No,12,3,11,2,3,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1659,Male,77,Laboratory Technician,2,Single,2013,2,No,11,3,15,4,3,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1661,Female,41,Healthcare Representative,3,Married,13966,2,Yes,19,3,30,3,3,15,11,2,12
36,No,Non-Travel,Research & Development,1,4,Medical,1662,Female,33,Manufacturing Director,3,Married,4374,0,No,15,3,4,6,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1664,Male,79,Healthcare Representative,1,Divorced,6842,6,No,20,4,13,3,3,5,4,0,4
54,No,Travel_Rarely,Research & Development,22,5,Medical,1665,Female,91,Manager,3,Married,17426,3,No,25,4,36,6,3,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1666,Male,65,Research Director,3,Married,17603,1,No,24,4,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,Sales,12,4,Other,1667,Male,36,Sales Executive,4,Single,4581,3,Yes,24,4,13,2,4,11,9,6,7
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1668,Male,90,Research Scientist,4,Married,4735,7,No,15,3,19,4,4,13,11,2,9
29,No,Travel_Rarely,Sales,5,3,Medical,1669,Male,43,Sales Executive,2,Divorced,4187,1,Yes,13,3,10,3,2,10,0,0,9
33,No,Travel_Rarely,Sales,2,4,Medical,1670,Male,93,Sales Executive,4,Divorced,5505,1,No,14,3,6,5,3,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,3,Medical,1671,Male,45,Research Scientist,2,Divorced,5470,0,No,13,3,10,4,2,9,5,1,6
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1673,Female,67,Sales Executive,4,Married,5476,1,No,11,3,10,2,3,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,3,Medical,1674,Female,74,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,17,2,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,3,Medical,1675,Female,42,Laboratory Technician,2,Single,2440,1,No,22,4,4,3,3,4,3,3,3
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1676,Female,47,Manager,2,Divorced,15972,6,No,14,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,Male,36,Manager,3,Single,15379,4,No,14,3,23,2,3,8,7,0,0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,1678,Male,80,Sales Executive,3,Single,7082,3,Yes,16,3,21,2,3,2,0,0,2
20,No,Travel_Rarely,Sales,9,1,Life Sciences,1680,Male,54,Sales Representative,1,Single,2728,1,No,11,3,2,3,3,2,2,0,2
33,No,Non-Travel,Sales,16,3,Life Sciences,1681,Female,36,Sales Executive,4,Divorced,5368,1,Yes,25,4,7,2,3,6,5,1,2
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,Male,80,Healthcare Representative,3,Married,5347,6,No,14,3,10,2,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1683,Female,44,Human Resources,4,Divorced,3195,4,Yes,18,3,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,1684,Male,93,Laboratory Technician,3,Single,3989,1,Yes,11,3,5,2,3,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,2,Medical,1687,Female,87,Laboratory Technician,3,Married,3306,7,No,19,3,7,5,2,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,1689,Male,48,Healthcare Representative,4,Married,7005,3,No,15,3,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,2,Medical,1691,Female,95,Sales Representative,3,Married,2655,2,Yes,11,3,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1692,Male,95,Laboratory Technician,2,Single,1393,1,No,12,3,1,2,3,1,0,0,0
26,No,Non-Travel,Research & Development,7,3,Medical,1693,Male,76,Laboratory Technician,4,Single,2570,1,No,20,4,7,5,3,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1694,Male,94,Research Scientist,2,Divorced,3537,5,No,12,3,8,1,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,2,Medical,1696,Male,57,Laboratory Technician,4,Married,3986,1,No,14,3,15,3,4,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,4,Medical,1697,Male,92,Healthcare Representative,4,Divorced,10883,3,No,20,4,19,2,4,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,1698,Male,79,Laboratory Technician,2,Married,2028,1,No,18,3,14,6,3,14,11,2,13
37,No,Travel_Frequently,Sales,1,4,Medical,1700,Male,31,Sales Executive,4,Divorced,9525,1,No,14,3,6,2,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1701,Female,35,Research Scientist,4,Married,2929,1,No,12,3,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1702,Male,99,Sales Representative,4,Divorced,2275,1,Yes,21,4,3,2,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1703,Female,96,Healthcare Representative,4,Married,7879,1,Yes,19,3,9,2,3,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,4,Medical,1704,Male,79,Research Scientist,4,Single,4930,0,Yes,14,3,6,2,4,5,4,1,4
43,No,Travel_Rarely,Sales,2,3,Medical,1706,Male,73,Sales Executive,4,Married,7847,1,Yes,17,3,10,3,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,3,Medical,1707,Male,62,Research Scientist,3,Married,4401,1,No,16,3,5,1,3,5,3,0,4
41,No,Travel_Rarely,Sales,6,3,Marketing,1708,Male,35,Sales Executive,3,Single,9241,1,No,12,3,10,3,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,4,Medical,1709,Female,43,Laboratory Technician,3,Married,2974,9,No,17,3,9,2,3,5,3,1,2
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1710,Female,51,Sales Representative,4,Single,4502,3,No,15,3,17,2,2,13,7,6,7
45,No,Non-Travel,Research & Development,1,1,Life Sciences,1712,Male,74,Healthcare Representative,3,Married,10748,3,No,23,4,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1714,Male,58,Human Resources,3,Married,1555,1,No,11,3,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,1716,Male,82,Sales Executive,3,Married,12936,7,No,11,3,25,3,1,23,5,14,10
26,No,Travel_Rarely,Research & Development,17,4,Medical,1718,Male,62,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1719,Female,48,Research Director,2,Single,16704,1,No,11,3,21,2,3,21,6,8,6
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1720,Male,56,Research Scientist,3,Married,3433,6,No,13,3,10,3,2,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1721,Male,69,Laboratory Technician,3,Married,3477,1,No,14,3,6,2,4,5,2,0,3
41,No,Non-Travel,Human Resources,4,3,Human Resources,1722,Male,60,Human Resources,2,Married,6430,6,No,19,3,10,4,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1724,Female,92,Manufacturing Director,1,Married,6516,2,Yes,16,3,18,3,3,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,1725,Male,91,Laboratory Technician,1,Divorced,3907,1,No,13,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1727,Male,34,Healthcare Representative,2,Single,5562,6,No,14,3,19,3,3,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1728,Male,49,Manufacturing Director,3,Married,6883,2,No,16,3,17,3,3,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1729,Male,33,Research Scientist,4,Married,2862,1,No,12,3,10,2,2,10,0,0,8
47,No,Non-Travel,Sales,2,4,Marketing,1731,Male,87,Sales Executive,2,Married,4978,7,No,11,3,4,3,1,1,0,0,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1732,Male,74,Sales Executive,4,Divorced,10368,4,Yes,12,3,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,5,Marketing,1733,Male,96,Sales Executive,1,Divorced,6134,5,Yes,13,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1734,Male,34,Sales Executive,2,Single,6735,6,No,15,3,10,2,3,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,1,Medical,1735,Female,51,Laboratory Technician,2,Single,3295,1,No,13,3,3,3,1,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1736,Female,30,Manufacturing Director,4,Single,5238,2,No,20,4,9,3,2,5,4,1,4
39,No,Non-Travel,Research & Development,1,3,Life Sciences,1737,Male,77,Laboratory Technician,4,Married,6472,1,Yes,15,3,9,2,3,9,8,5,8
32,No,Travel_Rarely,Sales,19,3,Life Sciences,1739,Male,80,Sales Executive,3,Married,9610,3,No,13,3,10,2,1,4,3,0,2
40,No,Travel_Rarely,Sales,7,4,Medical,1740,Male,88,Manager,2,Single,19833,1,No,14,3,21,3,2,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1744,Female,56,Human Resources,3,Married,9756,4,No,21,4,9,2,4,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1745,Female,78,Research Scientist,1,Single,4968,0,No,16,3,10,2,3,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,3,Medical,1746,Male,59,Human Resources,4,Married,2145,0,No,14,3,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1747,Female,66,Human Resources,4,Divorced,2180,6,No,11,3,6,0,2,4,2,1,2
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1749,Male,51,Sales Executive,3,Married,8346,1,No,19,3,6,3,3,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,3,Medical,1751,Female,67,Research Scientist,4,Single,3445,1,No,11,3,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,3,Marketing,1752,Female,52,Sales Representative,2,Single,2760,1,No,13,3,2,3,3,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1753,Male,70,Healthcare Representative,3,Single,6294,8,Yes,12,3,10,5,4,3,2,0,2
30,No,Travel_Rarely,Sales,15,2,Marketing,1754,Male,94,Sales Executive,1,Divorced,7140,2,No,11,3,12,2,3,7,7,1,7
34,No,Travel_Rarely,Research & Development,2,4,Medical,1755,Male,97,Research Scientist,4,Married,2932,0,Yes,14,3,6,3,3,5,0,1,2
33,No,Non-Travel,Sales,2,3,Marketing,1756,Female,62,Sales Executive,2,Single,5147,8,No,15,3,13,2,2,11,7,1,7
49,No,Travel_Rarely,Sales,11,4,Marketing,1757,Female,80,Sales Executive,4,Single,4507,3,No,12,3,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1758,Female,74,Sales Executive,1,Single,8564,2,Yes,20,4,11,2,2,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,2,Medical,1760,Female,75,Laboratory Technician,2,Married,2468,4,No,14,3,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1761,Male,70,Sales Executive,3,Married,8161,2,No,13,3,10,2,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1762,Female,91,Research Scientist,1,Divorced,2109,1,No,13,3,1,2,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1763,Male,58,Healthcare Representative,3,Married,5294,3,No,16,3,10,3,3,7,0,1,7
32,No,Non-Travel,Research & Development,5,4,Technical Degree,1764,Male,65,Research Scientist,2,Single,2718,2,No,14,3,12,3,3,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,3,Medical,1766,Male,60,Healthcare Representative,4,Married,5811,3,Yes,16,3,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1767,Male,38,Research Scientist,3,Married,2437,9,Yes,16,3,6,4,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,3,Medical,1768,Male,57,Laboratory Technician,2,Divorced,2766,8,No,22,4,7,6,2,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,3,Medical,1770,Male,60,Research Director,1,Married,19038,8,No,12,3,34,2,3,1,0,0,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,1771,Male,90,Research Scientist,2,Divorced,3055,5,No,15,3,11,2,2,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1772,Male,94,Laboratory Technician,1,Divorced,2289,1,No,20,4,5,2,3,5,3,0,4
34,No,Non-Travel,Sales,10,3,Life Sciences,1774,Male,87,Sales Executive,3,Divorced,4001,1,Yes,14,3,15,3,3,15,14,0,7
53,No,Non-Travel,Research & Development,1,4,Medical,1775,Female,60,Manufacturing Director,3,Married,12965,4,Yes,20,4,27,2,2,3,2,0,2
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1778,Male,97,Human Resources,4,Single,3539,0,No,13,3,10,5,3,9,7,1,8
34,No,Travel_Rarely,Sales,3,2,Life Sciences,1779,Female,32,Sales Executive,4,Single,6029,5,No,12,3,6,3,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,1,Marketing,1780,Male,31,Sales Representative,2,Single,2679,1,No,13,3,1,3,3,1,0,1,0
38,No,Travel_Rarely,Research & Development,6,2,Other,1782,Female,40,Laboratory Technician,3,Married,3702,1,No,11,3,5,3,3,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,1783,Female,79,Laboratory Technician,1,Married,2398,1,Yes,17,3,1,6,3,1,0,0,0
31,No,Travel_Rarely,Sales,29,4,Marketing,1784,Female,91,Sales Executive,4,Married,5468,1,No,14,3,13,3,3,12,7,5,7
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1786,Female,53,Manager,3,Married,13116,2,No,11,3,15,2,3,2,2,2,2
37,No,Travel_Rarely,Sales,9,2,Marketing,1787,Male,46,Sales Executive,2,Married,4189,1,No,14,3,5,2,3,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,4,Medical,1789,Male,46,Research Director,4,Divorced,19328,7,Yes,17,3,24,3,3,2,1,2,2
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1790,Male,90,Healthcare Representative,1,Married,8321,7,Yes,13,3,15,1,3,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1792,Male,99,Research Scientist,2,Divorced,2342,1,Yes,12,3,6,2,2,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,2,Other,1794,Male,89,Human Resources,2,Divorced,4071,2,No,13,3,19,4,2,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1797,Male,84,Sales Executive,4,Single,5813,1,Yes,18,3,10,2,3,10,7,7,7
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1798,Male,90,Research Scientist,1,Married,3143,6,No,19,3,14,1,3,10,8,7,6
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1799,Male,82,Research Scientist,4,Married,2044,1,No,11,3,5,6,4,5,3,0,3
39,No,Travel_Rarely,Research & Development,10,1,Medical,1800,Male,65,Research Director,3,Single,13464,7,No,21,4,9,3,3,4,3,2,2
46,No,Non-Travel,Sales,26,2,Life Sciences,1801,Male,98,Sales Executive,2,Single,7991,8,No,15,3,6,3,3,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1802,Female,99,Laboratory Technician,1,Married,3377,4,No,17,3,7,5,2,4,3,0,2
42,No,Travel_Rarely,Research & Development,13,3,Medical,1803,Male,95,Healthcare Representative,1,Married,5538,5,No,18,3,10,2,2,0,0,0,0
35,No,Non-Travel,Research & Development,2,2,Medical,1804,Male,90,Manufacturing Director,4,Divorced,5762,2,No,14,3,15,6,3,7,7,1,7
